sample_id	taxon_id	reads
SRR10484371	1386	1245
SRR10484376	1386	270
SRR10484377	1386	876
SRR10484382	1386	1068
SRR10484388	1386	260
SRR10484393	1386	421
SRR10484399	1386	125
SRR10484404	1386	346
SRR10484410	1386	462
SRR10484415	1386	333
SRR10484421	1386	759
SRR10484426	1386	167
SRR10484431	1386	254
SRR10484432	1386	271
SRR10484437	1386	48
SRR10484443	1386	653
SRR10484448	1386	361
SRR10484454	1386	72
SRR10484459	1386	1516
SRR10484371	1396	155
SRR10484376	1396	104
SRR10484377	1396	231
SRR10484382	1396	259
SRR10484388	1396	84
SRR10484393	1396	96
SRR10484399	1396	28
SRR10484404	1396	108
SRR10484410	1396	132
SRR10484415	1396	125
SRR10484421	1396	219
SRR10484426	1396	2276
SRR10484431	1396	272
SRR10484432	1396	156
SRR10484437	1396	58
SRR10484443	1396	255
SRR10484448	1396	170
SRR10484454	1396	95
SRR10484459	1396	333
SRR10484371	1428	123
SRR10484376	1428	37
SRR10484377	1428	265
SRR10484382	1428	127
SRR10484388	1428	42
SRR10484393	1428	60
SRR10484399	1428	9
SRR10484404	1428	60
SRR10484410	1428	38
SRR10484415	1428	60
SRR10484421	1428	100
SRR10484426	1428	13
SRR10484431	1428	35
SRR10484432	1428	9
SRR10484437	1428	13
SRR10484443	1428	133
SRR10484448	1428	67
SRR10484454	1428	12
SRR10484459	1428	91
SRR10484371	580165	95
SRR10484376	580165	105
SRR10484377	580165	75
SRR10484382	580165	296
SRR10484388	580165	22
SRR10484393	580165	24
SRR10484399	580165	2
SRR10484404	580165	12
SRR10484410	580165	26
SRR10484415	580165	39
SRR10484421	580165	16
SRR10484426	580165	0
SRR10484431	580165	19
SRR10484432	580165	109
SRR10484437	580165	0
SRR10484443	580165	35
SRR10484448	580165	23
SRR10484454	580165	8
SRR10484459	580165	40
SRR10484371	1405	37
SRR10484376	1405	4
SRR10484377	1405	27
SRR10484382	1405	46
SRR10484388	1405	41
SRR10484393	1405	14
SRR10484399	1405	2
SRR10484404	1405	6
SRR10484410	1405	10
SRR10484415	1405	17
SRR10484421	1405	13
SRR10484426	1405	54
SRR10484431	1405	19
SRR10484432	1405	19
SRR10484437	1405	1
SRR10484443	1405	32
SRR10484448	1405	16
SRR10484454	1405	2
SRR10484459	1405	34
SRR10484371	1890302	22
SRR10484376	1890302	0
SRR10484377	1890302	0
SRR10484382	1890302	0
SRR10484388	1890302	0
SRR10484393	1890302	18
SRR10484399	1890302	4
SRR10484404	1890302	1
SRR10484410	1890302	6
SRR10484415	1890302	4
SRR10484421	1890302	0
SRR10484426	1890302	0
SRR10484431	1890302	1
SRR10484432	1890302	4
SRR10484437	1890302	12
SRR10484443	1890302	8
SRR10484448	1890302	0
SRR10484454	1890302	0
SRR10484459	1890302	2
SRR10484371	1392	16
SRR10484376	1392	2
SRR10484377	1392	5
SRR10484382	1392	8
SRR10484388	1392	1
SRR10484393	1392	3
SRR10484399	1392	3
SRR10484404	1392	3
SRR10484410	1392	6
SRR10484415	1392	3
SRR10484421	1392	5
SRR10484426	1392	1
SRR10484431	1392	8
SRR10484432	1392	2
SRR10484437	1392	0
SRR10484443	1392	9
SRR10484448	1392	4
SRR10484454	1392	3
SRR10484459	1392	16
SRR10484371	64104	3
SRR10484376	64104	2
SRR10484377	64104	8
SRR10484382	64104	13
SRR10484388	64104	3
SRR10484393	64104	26
SRR10484399	64104	0
SRR10484404	64104	9
SRR10484410	64104	0
SRR10484415	64104	3
SRR10484421	64104	8
SRR10484426	64104	1
SRR10484431	64104	7
SRR10484432	64104	0
SRR10484437	64104	7
SRR10484443	64104	1
SRR10484448	64104	142
SRR10484454	64104	14
SRR10484459	64104	9
SRR10484371	1423	197
SRR10484376	1423	14
SRR10484377	1423	188
SRR10484382	1423	274
SRR10484388	1423	35
SRR10484393	1423	88
SRR10484399	1423	24
SRR10484404	1423	39
SRR10484410	1423	99
SRR10484415	1423	97
SRR10484421	1423	148
SRR10484426	1423	1
SRR10484431	1423	94
SRR10484432	1423	102
SRR10484437	1423	9
SRR10484443	1423	116
SRR10484448	1423	77
SRR10484454	1423	15
SRR10484459	1423	257
SRR10484371	492670	30
SRR10484376	492670	3
SRR10484377	492670	18
SRR10484382	492670	29
SRR10484388	492670	16
SRR10484393	492670	6
SRR10484399	492670	3
SRR10484404	492670	15
SRR10484410	492670	11
SRR10484415	492670	17
SRR10484421	492670	18
SRR10484426	492670	5
SRR10484431	492670	33
SRR10484432	492670	9
SRR10484437	492670	4
SRR10484443	492670	41
SRR10484448	492670	10
SRR10484454	492670	5
SRR10484459	492670	41
SRR10484371	1390	15
SRR10484376	1390	5
SRR10484377	1390	51
SRR10484382	1390	159
SRR10484388	1390	4
SRR10484393	1390	26
SRR10484399	1390	4
SRR10484404	1390	36
SRR10484410	1390	24
SRR10484415	1390	19
SRR10484421	1390	10
SRR10484426	1390	0
SRR10484431	1390	27
SRR10484432	1390	2
SRR10484437	1390	0
SRR10484443	1390	45
SRR10484448	1390	15
SRR10484454	1390	3
SRR10484459	1390	69
SRR10484371	1648923	73
SRR10484376	1648923	0
SRR10484377	1648923	26
SRR10484382	1648923	21
SRR10484388	1648923	20
SRR10484393	1648923	6
SRR10484399	1648923	11
SRR10484404	1648923	23
SRR10484410	1648923	67
SRR10484415	1648923	50
SRR10484421	1648923	50
SRR10484426	1648923	1
SRR10484431	1648923	23
SRR10484432	1648923	12
SRR10484437	1648923	0
SRR10484443	1648923	77
SRR10484448	1648923	115
SRR10484454	1648923	2
SRR10484459	1648923	52
SRR10484371	1452	59
SRR10484376	1452	35
SRR10484377	1452	2
SRR10484382	1452	5
SRR10484388	1452	8
SRR10484393	1452	1
SRR10484399	1452	12
SRR10484404	1452	2
SRR10484410	1452	12
SRR10484415	1452	9
SRR10484421	1452	3
SRR10484426	1452	23
SRR10484431	1452	26
SRR10484432	1452	5
SRR10484437	1452	2
SRR10484443	1452	8
SRR10484448	1452	5
SRR10484454	1452	4
SRR10484459	1452	20
SRR10484371	119858	40
SRR10484376	119858	6
SRR10484377	119858	34
SRR10484382	119858	52
SRR10484388	119858	10
SRR10484393	119858	8
SRR10484399	119858	6
SRR10484404	119858	3
SRR10484410	119858	5
SRR10484415	119858	34
SRR10484421	119858	43
SRR10484426	119858	1
SRR10484431	119858	33
SRR10484432	119858	4
SRR10484437	119858	9
SRR10484443	119858	71
SRR10484448	119858	48
SRR10484454	119858	1
SRR10484459	119858	78
SRR10484371	1402	29
SRR10484376	1402	0
SRR10484377	1402	8
SRR10484382	1402	4
SRR10484388	1402	0
SRR10484393	1402	7
SRR10484399	1402	1
SRR10484404	1402	6
SRR10484410	1402	1
SRR10484415	1402	8
SRR10484421	1402	7
SRR10484426	1402	1
SRR10484431	1402	1
SRR10484432	1402	0
SRR10484437	1402	0
SRR10484443	1402	38
SRR10484448	1402	27
SRR10484454	1402	0
SRR10484459	1402	23
SRR10484371	1398	320
SRR10484376	1398	30
SRR10484377	1398	197
SRR10484382	1398	515
SRR10484388	1398	33
SRR10484393	1398	131
SRR10484399	1398	37
SRR10484404	1398	60
SRR10484410	1398	123
SRR10484415	1398	153
SRR10484421	1398	107
SRR10484426	1398	57
SRR10484431	1398	42
SRR10484432	1398	13
SRR10484437	1398	154
SRR10484443	1398	223
SRR10484448	1398	155
SRR10484454	1398	16
SRR10484459	1398	140
SRR10484371	35841	251
SRR10484376	35841	36
SRR10484377	35841	60
SRR10484382	35841	229
SRR10484388	35841	21
SRR10484393	35841	50
SRR10484399	35841	41
SRR10484404	35841	22
SRR10484410	35841	38
SRR10484415	35841	44
SRR10484421	35841	75
SRR10484426	35841	24
SRR10484431	35841	22
SRR10484432	35841	8
SRR10484437	35841	6
SRR10484443	35841	105
SRR10484448	35841	119
SRR10484454	35841	16
SRR10484459	35841	134
SRR10484371	665099	168
SRR10484376	665099	6
SRR10484377	665099	46
SRR10484382	665099	85
SRR10484388	665099	21
SRR10484393	665099	48
SRR10484399	665099	20
SRR10484404	665099	23
SRR10484410	665099	37
SRR10484415	665099	69
SRR10484421	665099	67
SRR10484426	665099	7
SRR10484431	665099	18
SRR10484432	665099	54
SRR10484437	665099	18
SRR10484443	665099	85
SRR10484448	665099	36
SRR10484454	665099	8
SRR10484459	665099	148
SRR10484371	199441	157
SRR10484376	199441	162
SRR10484377	199441	39
SRR10484382	199441	89
SRR10484388	199441	62
SRR10484393	199441	47
SRR10484399	199441	6
SRR10484404	199441	41
SRR10484410	199441	15
SRR10484415	199441	39
SRR10484421	199441	27
SRR10484426	199441	72
SRR10484431	199441	5
SRR10484432	199441	14
SRR10484437	199441	26
SRR10484443	199441	100
SRR10484448	199441	24
SRR10484454	199441	17
SRR10484459	199441	39
SRR10484371	324767	152
SRR10484376	324767	53
SRR10484377	324767	74
SRR10484382	324767	106
SRR10484388	324767	43
SRR10484393	324767	70
SRR10484399	324767	20
SRR10484404	324767	28
SRR10484410	324767	51
SRR10484415	324767	56
SRR10484421	324767	78
SRR10484426	324767	92
SRR10484431	324767	19
SRR10484432	324767	107
SRR10484437	324767	122
SRR10484443	324767	81
SRR10484448	324767	46
SRR10484454	324767	24
SRR10484459	324767	127
SRR10484371	1408	145
SRR10484376	1408	9
SRR10484377	1408	79
SRR10484382	1408	215
SRR10484388	1408	21
SRR10484393	1408	35
SRR10484399	1408	21
SRR10484404	1408	68
SRR10484410	1408	30
SRR10484415	1408	28
SRR10484421	1408	67
SRR10484426	1408	4
SRR10484431	1408	46
SRR10484432	1408	43
SRR10484437	1408	5
SRR10484443	1408	106
SRR10484448	1408	26
SRR10484454	1408	7
SRR10484459	1408	85
SRR10484371	135735	139
SRR10484376	135735	35
SRR10484377	135735	69
SRR10484382	135735	144
SRR10484388	135735	34
SRR10484393	135735	30
SRR10484399	135735	9
SRR10484404	135735	11
SRR10484410	135735	37
SRR10484415	135735	46
SRR10484421	135735	49
SRR10484426	135735	16
SRR10484431	135735	12
SRR10484432	135735	2
SRR10484437	135735	18
SRR10484443	135735	106
SRR10484448	135735	32
SRR10484454	135735	14
SRR10484459	135735	132
SRR10484371	666686	138
SRR10484376	666686	3
SRR10484377	666686	57
SRR10484382	666686	42
SRR10484388	666686	18
SRR10484393	666686	36
SRR10484399	666686	15
SRR10484404	666686	19
SRR10484410	666686	12
SRR10484415	666686	23
SRR10484421	666686	86
SRR10484426	666686	17
SRR10484431	666686	3
SRR10484432	666686	6
SRR10484437	666686	3
SRR10484443	666686	57
SRR10484448	666686	17
SRR10484454	666686	1
SRR10484459	666686	139
SRR10484371	859143	136
SRR10484376	859143	3
SRR10484377	859143	44
SRR10484382	859143	42
SRR10484388	859143	26
SRR10484393	859143	35
SRR10484399	859143	8
SRR10484404	859143	30
SRR10484410	859143	28
SRR10484415	859143	42
SRR10484421	859143	79
SRR10484426	859143	0
SRR10484431	859143	5
SRR10484432	859143	50
SRR10484437	859143	38
SRR10484443	859143	74
SRR10484448	859143	43
SRR10484454	859143	21
SRR10484459	859143	178
SRR10484371	1705566	126
SRR10484376	1705566	54
SRR10484377	1705566	153
SRR10484382	1705566	230
SRR10484388	1705566	17
SRR10484393	1705566	86
SRR10484399	1705566	9
SRR10484404	1705566	26
SRR10484410	1705566	82
SRR10484415	1705566	40
SRR10484421	1705566	62
SRR10484426	1705566	22
SRR10484431	1705566	6
SRR10484432	1705566	24
SRR10484437	1705566	8
SRR10484443	1705566	32
SRR10484448	1705566	52
SRR10484454	1705566	21
SRR10484459	1705566	132
SRR10484371	2011012	120
SRR10484376	2011012	47
SRR10484377	2011012	49
SRR10484382	2011012	122
SRR10484388	2011012	12
SRR10484393	2011012	49
SRR10484399	2011012	13
SRR10484404	2011012	46
SRR10484410	2011012	11
SRR10484415	2011012	42
SRR10484421	2011012	40
SRR10484426	2011012	16
SRR10484431	2011012	9
SRR10484432	2011012	21
SRR10484437	2011012	2
SRR10484443	2011012	89
SRR10484448	2011012	29
SRR10484454	2011012	7
SRR10484459	2011012	62
SRR10484371	1478	116
SRR10484376	1478	5
SRR10484377	1478	223
SRR10484382	1478	178
SRR10484388	1478	36
SRR10484393	1478	40
SRR10484399	1478	16
SRR10484404	1478	25
SRR10484410	1478	36
SRR10484415	1478	20
SRR10484421	1478	63
SRR10484426	1478	5
SRR10484431	1478	25
SRR10484432	1478	9
SRR10484437	1478	12
SRR10484443	1478	93
SRR10484448	1478	30
SRR10484454	1478	10
SRR10484459	1478	74
SRR10484371	1479	115
SRR10484376	1479	12
SRR10484377	1479	35
SRR10484382	1479	147
SRR10484388	1479	9
SRR10484393	1479	27
SRR10484399	1479	18
SRR10484404	1479	16
SRR10484410	1479	9
SRR10484415	1479	23
SRR10484421	1479	51
SRR10484426	1479	18
SRR10484431	1479	12
SRR10484432	1479	20
SRR10484437	1479	7
SRR10484443	1479	117
SRR10484448	1479	22
SRR10484454	1479	9
SRR10484459	1479	22
SRR10484371	129985	110
SRR10484376	129985	40
SRR10484377	129985	28
SRR10484382	129985	35
SRR10484388	129985	16
SRR10484393	129985	26
SRR10484399	129985	15
SRR10484404	129985	48
SRR10484410	129985	13
SRR10484415	129985	26
SRR10484421	129985	44
SRR10484426	129985	22
SRR10484431	129985	10
SRR10484432	129985	6
SRR10484437	129985	3
SRR10484443	129985	88
SRR10484448	129985	40
SRR10484454	129985	12
SRR10484459	129985	36
SRR10484371	1664069	108
SRR10484376	1664069	30
SRR10484377	1664069	49
SRR10484382	1664069	123
SRR10484388	1664069	37
SRR10484393	1664069	43
SRR10484399	1664069	8
SRR10484404	1664069	65
SRR10484410	1664069	21
SRR10484415	1664069	28
SRR10484421	1664069	20
SRR10484426	1664069	14
SRR10484431	1664069	67
SRR10484432	1664069	1
SRR10484437	1664069	7
SRR10484443	1664069	90
SRR10484448	1664069	47
SRR10484454	1664069	3
SRR10484459	1664069	48
SRR10484371	1565991	101
SRR10484376	1565991	3
SRR10484377	1565991	34
SRR10484382	1565991	28
SRR10484388	1565991	9
SRR10484393	1565991	29
SRR10484399	1565991	8
SRR10484404	1565991	8
SRR10484410	1565991	48
SRR10484415	1565991	26
SRR10484421	1565991	35
SRR10484426	1565991	2
SRR10484431	1565991	7
SRR10484432	1565991	19
SRR10484437	1565991	24
SRR10484443	1565991	30
SRR10484448	1565991	12
SRR10484454	1565991	2
SRR10484459	1565991	116
SRR10484371	86664	99
SRR10484376	86664	1
SRR10484377	86664	293
SRR10484382	86664	89
SRR10484388	86664	5
SRR10484393	86664	26
SRR10484399	86664	12
SRR10484404	86664	17
SRR10484410	86664	22
SRR10484415	86664	35
SRR10484421	86664	47
SRR10484426	86664	3
SRR10484431	86664	7
SRR10484432	86664	36
SRR10484437	86664	16
SRR10484443	86664	48
SRR10484448	86664	38
SRR10484454	86664	9
SRR10484459	86664	73
SRR10484371	79885	98
SRR10484376	79885	30
SRR10484377	79885	43
SRR10484382	79885	56
SRR10484388	79885	16
SRR10484393	79885	35
SRR10484399	79885	3
SRR10484404	79885	30
SRR10484410	79885	7
SRR10484415	79885	21
SRR10484421	79885	62
SRR10484426	79885	13
SRR10484431	79885	4
SRR10484432	79885	18
SRR10484437	79885	10
SRR10484443	79885	85
SRR10484448	79885	34
SRR10484454	79885	4
SRR10484459	79885	56
SRR10484371	79883	91
SRR10484376	79883	3
SRR10484377	79883	52
SRR10484382	79883	30
SRR10484388	79883	22
SRR10484393	79883	38
SRR10484399	79883	11
SRR10484404	79883	14
SRR10484410	79883	14
SRR10484415	79883	33
SRR10484421	79883	45
SRR10484426	79883	1
SRR10484431	79883	4
SRR10484432	79883	57
SRR10484437	79883	14
SRR10484443	79883	49
SRR10484448	79883	21
SRR10484454	79883	3
SRR10484459	79883	31
SRR10484371	86665	78
SRR10484376	86665	79
SRR10484377	86665	24
SRR10484382	86665	44
SRR10484388	86665	27
SRR10484393	86665	12
SRR10484399	86665	8
SRR10484404	86665	13
SRR10484410	86665	27
SRR10484415	86665	15
SRR10484421	86665	25
SRR10484426	86665	34
SRR10484431	86665	7
SRR10484432	86665	2
SRR10484437	86665	7
SRR10484443	86665	39
SRR10484448	86665	14
SRR10484454	86665	3
SRR10484459	86665	73
SRR10484371	561879	73
SRR10484376	561879	9
SRR10484377	561879	22
SRR10484382	561879	28
SRR10484388	561879	15
SRR10484393	561879	15
SRR10484399	561879	2
SRR10484404	561879	12
SRR10484410	561879	11
SRR10484415	561879	9
SRR10484421	561879	20
SRR10484426	561879	8
SRR10484431	561879	2
SRR10484432	561879	4
SRR10484437	561879	4
SRR10484443	561879	52
SRR10484448	561879	21
SRR10484454	561879	3
SRR10484459	561879	46
SRR10484371	1413	66
SRR10484376	1413	1
SRR10484377	1413	16
SRR10484382	1413	65
SRR10484388	1413	13
SRR10484393	1413	8
SRR10484399	1413	15
SRR10484404	1413	4
SRR10484410	1413	13
SRR10484415	1413	23
SRR10484421	1413	28
SRR10484426	1413	1
SRR10484431	1413	3
SRR10484432	1413	1
SRR10484437	1413	6
SRR10484443	1413	51
SRR10484448	1413	9
SRR10484454	1413	4
SRR10484459	1413	33
SRR10484371	98228	66
SRR10484376	98228	24
SRR10484377	98228	66
SRR10484382	98228	45
SRR10484388	98228	22
SRR10484393	98228	26
SRR10484399	98228	6
SRR10484404	98228	38
SRR10484410	98228	47
SRR10484415	98228	39
SRR10484421	98228	56
SRR10484426	98228	7
SRR10484431	98228	1
SRR10484432	98228	3
SRR10484437	98228	0
SRR10484443	98228	46
SRR10484448	98228	26
SRR10484454	98228	18
SRR10484459	98228	99
SRR10484371	1441095	66
SRR10484376	1441095	8
SRR10484377	1441095	34
SRR10484382	1441095	32
SRR10484388	1441095	15
SRR10484393	1441095	10
SRR10484399	1441095	6
SRR10484404	1441095	48
SRR10484410	1441095	25
SRR10484415	1441095	55
SRR10484421	1441095	38
SRR10484426	1441095	7
SRR10484431	1441095	3
SRR10484432	1441095	4
SRR10484437	1441095	2
SRR10484443	1441095	89
SRR10484448	1441095	22
SRR10484454	1441095	6
SRR10484459	1441095	167
SRR10484371	1547283	66
SRR10484376	1547283	30
SRR10484377	1547283	49
SRR10484382	1547283	18
SRR10484388	1547283	17
SRR10484393	1547283	33
SRR10484399	1547283	6
SRR10484404	1547283	13
SRR10484410	1547283	24
SRR10484415	1547283	13
SRR10484421	1547283	84
SRR10484426	1547283	20
SRR10484431	1547283	3
SRR10484432	1547283	1
SRR10484437	1547283	12
SRR10484443	1547283	76
SRR10484448	1547283	18
SRR10484454	1547283	7
SRR10484459	1547283	33
SRR10484371	1581038	61
SRR10484376	1581038	6
SRR10484377	1581038	41
SRR10484382	1581038	35
SRR10484388	1581038	0
SRR10484393	1581038	26
SRR10484399	1581038	17
SRR10484404	1581038	21
SRR10484410	1581038	9
SRR10484415	1581038	10
SRR10484421	1581038	30
SRR10484426	1581038	4
SRR10484431	1581038	4
SRR10484432	1581038	4
SRR10484437	1581038	13
SRR10484443	1581038	19
SRR10484448	1581038	21
SRR10484454	1581038	2
SRR10484459	1581038	43
SRR10484371	300825	59
SRR10484376	300825	41
SRR10484377	300825	20
SRR10484382	300825	16
SRR10484388	300825	14
SRR10484393	300825	29
SRR10484399	300825	2
SRR10484404	300825	4
SRR10484410	300825	22
SRR10484415	300825	21
SRR10484421	300825	11
SRR10484426	300825	22
SRR10484431	300825	1
SRR10484432	300825	0
SRR10484437	300825	19
SRR10484443	300825	54
SRR10484448	300825	8
SRR10484454	300825	9
SRR10484459	300825	49
SRR10484371	1404	54
SRR10484376	1404	6
SRR10484377	1404	23
SRR10484382	1404	35
SRR10484388	1404	13
SRR10484393	1404	22
SRR10484399	1404	3
SRR10484404	1404	11
SRR10484410	1404	11
SRR10484415	1404	15
SRR10484421	1404	26
SRR10484426	1404	4
SRR10484431	1404	4
SRR10484432	1404	2
SRR10484437	1404	2
SRR10484443	1404	58
SRR10484448	1404	19
SRR10484454	1404	2
SRR10484459	1404	26
SRR10484371	1471	53
SRR10484376	1471	23
SRR10484377	1471	14
SRR10484382	1471	22
SRR10484388	1471	14
SRR10484393	1471	12
SRR10484399	1471	5
SRR10484404	1471	18
SRR10484410	1471	8
SRR10484415	1471	13
SRR10484421	1471	22
SRR10484426	1471	11
SRR10484431	1471	0
SRR10484432	1471	2
SRR10484437	1471	15
SRR10484443	1471	31
SRR10484448	1471	15
SRR10484454	1471	5
SRR10484459	1471	42
SRR10484371	632773	51
SRR10484376	632773	2
SRR10484377	632773	40
SRR10484382	632773	57
SRR10484388	632773	18
SRR10484393	632773	38
SRR10484399	632773	13
SRR10484404	632773	55
SRR10484410	632773	29
SRR10484415	632773	25
SRR10484421	632773	47
SRR10484426	632773	1
SRR10484431	632773	0
SRR10484432	632773	11
SRR10484437	632773	0
SRR10484443	632773	93
SRR10484448	632773	36
SRR10484454	632773	3
SRR10484459	632773	67
SRR10484371	264697	40
SRR10484376	264697	7
SRR10484377	264697	35
SRR10484382	264697	59
SRR10484388	264697	22
SRR10484393	264697	26
SRR10484399	264697	8
SRR10484404	264697	25
SRR10484410	264697	16
SRR10484415	264697	44
SRR10484421	264697	50
SRR10484426	264697	2
SRR10484431	264697	18
SRR10484432	264697	18
SRR10484437	264697	12
SRR10484443	264697	24
SRR10484448	264697	25
SRR10484454	264697	3
SRR10484459	264697	93
SRR10484371	1467	39
SRR10484376	1467	3
SRR10484377	1467	33
SRR10484382	1467	16
SRR10484388	1467	6
SRR10484393	1467	51
SRR10484399	1467	7
SRR10484404	1467	5
SRR10484410	1467	9
SRR10484415	1467	29
SRR10484421	1467	24
SRR10484426	1467	1
SRR10484431	1467	14
SRR10484432	1467	26
SRR10484437	1467	13
SRR10484443	1467	20
SRR10484448	1467	12
SRR10484454	1467	2
SRR10484459	1467	43
SRR10484371	33932	37
SRR10484376	33932	9
SRR10484377	33932	46
SRR10484382	33932	61
SRR10484388	33932	14
SRR10484393	33932	26
SRR10484399	33932	4
SRR10484404	33932	8
SRR10484410	33932	10
SRR10484415	33932	4
SRR10484421	33932	27
SRR10484426	33932	3
SRR10484431	33932	5
SRR10484432	33932	8
SRR10484437	33932	2
SRR10484443	33932	38
SRR10484448	33932	2
SRR10484454	33932	4
SRR10484459	33932	13
SRR10484371	79880	37
SRR10484376	79880	8
SRR10484377	79880	13
SRR10484382	79880	19
SRR10484388	79880	23
SRR10484393	79880	10
SRR10484399	79880	4
SRR10484404	79880	18
SRR10484410	79880	45
SRR10484415	79880	8
SRR10484421	79880	15
SRR10484426	79880	3
SRR10484431	79880	7
SRR10484432	79880	2
SRR10484437	79880	2
SRR10484443	79880	42
SRR10484448	79880	29
SRR10484454	79880	1
SRR10484459	79880	36
SRR10484371	756828	33
SRR10484376	756828	1
SRR10484377	756828	15
SRR10484382	756828	7
SRR10484388	756828	0
SRR10484393	756828	21
SRR10484399	756828	3
SRR10484404	756828	8
SRR10484410	756828	17
SRR10484415	756828	8
SRR10484421	756828	9
SRR10484426	756828	0
SRR10484431	756828	3
SRR10484432	756828	0
SRR10484437	756828	0
SRR10484443	756828	16
SRR10484448	756828	20
SRR10484454	756828	0
SRR10484459	756828	60
SRR10484371	1178537	23
SRR10484376	1178537	0
SRR10484377	1178537	3
SRR10484382	1178537	11
SRR10484388	1178537	1
SRR10484393	1178537	8
SRR10484399	1178537	2
SRR10484404	1178537	19
SRR10484410	1178537	7
SRR10484415	1178537	12
SRR10484421	1178537	13
SRR10484426	1178537	0
SRR10484431	1178537	14
SRR10484432	1178537	0
SRR10484437	1178537	0
SRR10484443	1178537	51
SRR10484448	1178537	20
SRR10484454	1178537	0
SRR10484459	1178537	20
SRR10484371	1127744	16
SRR10484376	1127744	0
SRR10484377	1127744	1
SRR10484382	1127744	5
SRR10484388	1127744	0
SRR10484393	1127744	0
SRR10484399	1127744	0
SRR10484404	1127744	1
SRR10484410	1127744	3
SRR10484415	1127744	0
SRR10484421	1127744	0
SRR10484426	1127744	0
SRR10484431	1127744	1
SRR10484432	1127744	0
SRR10484437	1127744	0
SRR10484443	1127744	6
SRR10484448	1127744	0
SRR10484454	1127744	0
SRR10484459	1127744	0
SRR10484371	1446792	5
SRR10484376	1446792	0
SRR10484377	1446792	1
SRR10484382	1446792	1
SRR10484388	1446792	0
SRR10484393	1446792	0
SRR10484399	1446792	0
SRR10484404	1446792	0
