accession	strain	sample_id	reads
NP_252896.1	Pseudomonas aeruginosa PAO1	518_t1	1456
NP_252896.1	Pseudomonas aeruginosa PAO1	505_t1	476
NP_252896.1	Pseudomonas aeruginosa PAO1	512_t2	479
NP_252896.1	Pseudomonas aeruginosa PAO1	507_t3	1356
NP_252896.1	Pseudomonas aeruginosa PAO1	516_t0	839
NP_252896.1	Pseudomonas aeruginosa PAO1	532_t1	1552
NP_252896.1	Pseudomonas aeruginosa PAO1	522_t2	1178
NP_252896.1	Pseudomonas aeruginosa PAO1	504_t2	367
NP_252896.1	Pseudomonas aeruginosa PAO1	507_t2	1212
NP_252896.1	Pseudomonas aeruginosa PAO1	528_t3	820
NP_252896.1	Pseudomonas aeruginosa PAO1	534_t0	1150
NP_252896.1	Pseudomonas aeruginosa PAO1	537_t2	1156
NP_252896.1	Pseudomonas aeruginosa PAO1	506_t0	705
NP_252896.1	Pseudomonas aeruginosa PAO1	517_t1	1847
NP_252896.1	Pseudomonas aeruginosa PAO1	508_t2	988
NP_252896.1	Pseudomonas aeruginosa PAO1	516_t1	823
NP_252896.1	Pseudomonas aeruginosa PAO1	537_t0	1409
NP_252896.1	Pseudomonas aeruginosa PAO1	518_t2	687
NP_252896.1	Pseudomonas aeruginosa PAO1	522_t1	1009
NP_252896.1	Pseudomonas aeruginosa PAO1	524_t1	2040
NP_252896.1	Pseudomonas aeruginosa PAO1	522_t0	751
NP_252896.1	Pseudomonas aeruginosa PAO1	538_t0	1766
NP_252896.1	Pseudomonas aeruginosa PAO1	510_t3	771
NP_252896.1	Pseudomonas aeruginosa PAO1	510_t1	865
NP_252896.1	Pseudomonas aeruginosa PAO1	528_t0	812
NP_252896.1	Pseudomonas aeruginosa PAO1	534_t3	1150
NP_252896.1	Pseudomonas aeruginosa PAO1	523_t3	11
NP_252896.1	Pseudomonas aeruginosa PAO1	511_t1	1468
NP_252896.1	Pseudomonas aeruginosa PAO1	518_t0	1447
NP_252896.1	Pseudomonas aeruginosa PAO1	523_t0	1013
NP_252896.1	Pseudomonas aeruginosa PAO1	524_t0	1705
NP_252896.1	Pseudomonas aeruginosa PAO1	528_t2	1279
NP_252896.1	Pseudomonas aeruginosa PAO1	508_t1	967
NP_252896.1	Pseudomonas aeruginosa PAO1	510_t0	585
NP_252896.1	Pseudomonas aeruginosa PAO1	507_t1	1045
NP_252896.1	Pseudomonas aeruginosa PAO1	519_t3	1179
NP_252896.1	Pseudomonas aeruginosa PAO1	510_t2	776
NP_252896.1	Pseudomonas aeruginosa PAO1	532_t0	923
NP_252896.1	Pseudomonas aeruginosa PAO1	534_t1	2132
NP_252896.1	Pseudomonas aeruginosa PAO1	511_t0	1549
NP_252896.1	Pseudomonas aeruginosa PAO1	508_t3	606
CBY88983.1	Staphylococcus aureus subsp. aureus ST398	508_t0	465
CBY88983.1	Staphylococcus aureus subsp. aureus ST398	519_t2	612
CBY88983.1	Staphylococcus aureus subsp. aureus ST398	524_t3	608
CBY88983.1	Staphylococcus aureus subsp. aureus ST398	522_t3	529
CBY88983.1	Staphylococcus aureus subsp. aureus ST398	518_t3	737
CBY88983.1	Staphylococcus aureus subsp. aureus ST398	504_t1	196
CBY88983.1	Staphylococcus aureus subsp. aureus ST398	517_t3	819
CBY88983.1	Staphylococcus aureus subsp. aureus ST398	519_t1	691
CBY88983.1	Staphylococcus aureus subsp. aureus ST398	519_t0	564
CBY88983.1	Staphylococcus aureus subsp. aureus ST398	507_t0	331
CBY88983.1	Staphylococcus aureus subsp. aureus ST398	517_t2	742
CBY88983.1	Staphylococcus aureus subsp. aureus ST398	506_t2	417
CBY88983.1	Staphylococcus aureus subsp. aureus ST398	538_t2	380
CBY88983.1	Staphylococcus aureus subsp. aureus ST398	528_t1	375
CBY88983.1	Staphylococcus aureus subsp. aureus ST398	504_t3	503
CBY88983.1	Staphylococcus aureus subsp. aureus ST398	517_t0	636
CBY88983.1	Staphylococcus aureus subsp. aureus ST398	537_t1	408
CBY88983.1	Staphylococcus aureus subsp. aureus ST398	505_t0	185
CBY88983.1	Staphylococcus aureus subsp. aureus ST398	537_t3	450
CBY88983.1	Staphylococcus aureus subsp. aureus ST398	512_t0	795
CBY88983.1	Staphylococcus aureus subsp. aureus ST398	532_t3	437
CBY88983.1	Staphylococcus aureus subsp. aureus ST398	505_t3	328
CBY88983.1	Staphylococcus aureus subsp. aureus ST398	506_t3	489
CBY88983.1	Staphylococcus aureus subsp. aureus ST398	516_t3	609
CBY88983.1	Staphylococcus aureus subsp. aureus ST398	516_t2	564
CBY88983.1	Staphylococcus aureus subsp. aureus ST398	524_t2	833
CBY88983.1	Staphylococcus aureus subsp. aureus ST398	534_t2	314
CBY88983.1	Staphylococcus aureus subsp. aureus ST398	512_t1	447
CBY88983.1	Staphylococcus aureus subsp. aureus ST398	523_t1	357
CBY88983.1	Staphylococcus aureus subsp. aureus ST398	538_t3	561
CBY88983.1	Staphylococcus aureus subsp. aureus ST398	506_t1	231
CBY88983.1	Staphylococcus aureus subsp. aureus ST398	523_t2	113
CBY88983.1	Staphylococcus aureus subsp. aureus ST398	511_t2	1026
CBY88983.1	Staphylococcus aureus subsp. aureus ST398	512_t3	161
CBY88983.1	Staphylococcus aureus subsp. aureus ST398	511_t3	339
CBY88983.1	Staphylococcus aureus subsp. aureus ST398	504_t0	455
CBY88983.1	Staphylococcus aureus subsp. aureus ST398	505_t2	531
CBY88983.1	Staphylococcus aureus subsp. aureus ST398	538_t1	360
CBY88983.1	Staphylococcus aureus subsp. aureus ST398	532_t2	300
CBY88983.1	Staphylococcus aureus subsp. aureus ST398	518_t1	457
CBY88983.1	Staphylococcus aureus subsp. aureus ST398	505_t1	520
CBY88983.1	Staphylococcus aureus subsp. aureus ST398	512_t2	186
CBY88983.1	Staphylococcus aureus subsp. aureus ST398	507_t3	289
CBY88983.1	Staphylococcus aureus subsp. aureus ST398	516_t0	313
CBY88983.1	Staphylococcus aureus subsp. aureus ST398	532_t1	521
CBY88983.1	Staphylococcus aureus subsp. aureus ST398	522_t2	711
CBY88983.1	Staphylococcus aureus subsp. aureus ST398	504_t2	266
CBY88983.1	Staphylococcus aureus subsp. aureus ST398	507_t2	486
CBY88983.1	Staphylococcus aureus subsp. aureus ST398	528_t3	304
CBY88983.1	Staphylococcus aureus subsp. aureus ST398	534_t0	619
CBY88983.1	Staphylococcus aureus subsp. aureus ST398	537_t2	308
CBY88983.1	Staphylococcus aureus subsp. aureus ST398	506_t0	251
CBY88983.1	Staphylococcus aureus subsp. aureus ST398	517_t1	600
CBY88983.1	Staphylococcus aureus subsp. aureus ST398	508_t2	484
CBY88983.1	Staphylococcus aureus subsp. aureus ST398	516_t1	259
CBY88983.1	Staphylococcus aureus subsp. aureus ST398	537_t0	510
CBY88983.1	Staphylococcus aureus subsp. aureus ST398	518_t2	984
CBY88983.1	Staphylococcus aureus subsp. aureus ST398	522_t1	519
CBY88983.1	Staphylococcus aureus subsp. aureus ST398	524_t1	714
CBY88983.1	Staphylococcus aureus subsp. aureus ST398	522_t0	581
CBY88983.1	Staphylococcus aureus subsp. aureus ST398	538_t0	713
CBY88983.1	Staphylococcus aureus subsp. aureus ST398	510_t3	275
CBY88983.1	Staphylococcus aureus subsp. aureus ST398	510_t1	406
CBY88983.1	Staphylococcus aureus subsp. aureus ST398	528_t0	277
CBY88983.1	Staphylococcus aureus subsp. aureus ST398	534_t3	448
CBY88983.1	Staphylococcus aureus subsp. aureus ST398	523_t3	7
CBY88983.1	Staphylococcus aureus subsp. aureus ST398	511_t1	844
CBY88983.1	Staphylococcus aureus subsp. aureus ST398	518_t0	473
CBY88983.1	Staphylococcus aureus subsp. aureus ST398	523_t0	498
CBY88983.1	Staphylococcus aureus subsp. aureus ST398	524_t0	562
CBY88983.1	Staphylococcus aureus subsp. aureus ST398	528_t2	406
CBY88983.1	Staphylococcus aureus subsp. aureus ST398	508_t1	484
CBY88983.1	Staphylococcus aureus subsp. aureus ST398	510_t0	471
CBY88983.1	Staphylococcus aureus subsp. aureus ST398	507_t1	374
CBY88983.1	Staphylococcus aureus subsp. aureus ST398	519_t3	751
CBY88983.1	Staphylococcus aureus subsp. aureus ST398	510_t2	407
CBY88983.1	Staphylococcus aureus subsp. aureus ST398	532_t0	243
CBY88983.1	Staphylococcus aureus subsp. aureus ST398	534_t1	493
CBY88983.1	Staphylococcus aureus subsp. aureus ST398	511_t0	706
CBY88983.1	Staphylococcus aureus subsp. aureus ST398	508_t3	291
CAH14033.1	Legionella pneumophila str. Paris	508_t0	513
CAH14033.1	Legionella pneumophila str. Paris	519_t2	363
CAH14033.1	Legionella pneumophila str. Paris	524_t3	670
CAH14033.1	Legionella pneumophila str. Paris	522_t3	879
CAH14033.1	Legionella pneumophila str. Paris	518_t3	690
CAH14033.1	Legionella pneumophila str. Paris	504_t1	422
CAH14033.1	Legionella pneumophila str. Paris	517_t3	1085
CAH14033.1	Legionella pneumophila str. Paris	519_t1	739
CAH14033.1	Legionella pneumophila str. Paris	519_t0	959
CAH14033.1	Legionella pneumophila str. Paris	507_t0	472
CAH14033.1	Legionella pneumophila str. Paris	517_t2	897
CAH14033.1	Legionella pneumophila str. Paris	506_t2	465
CAH14033.1	Legionella pneumophila str. Paris	538_t2	412
CAH14033.1	Legionella pneumophila str. Paris	528_t1	547
CAH14033.1	Legionella pneumophila str. Paris	504_t3	595
CAH14033.1	Legionella pneumophila str. Paris	517_t0	797
CAH14033.1	Legionella pneumophila str. Paris	537_t1	388
CAH14033.1	Legionella pneumophila str. Paris	505_t0	153
CAH14033.1	Legionella pneumophila str. Paris	537_t3	809
CAH14033.1	Legionella pneumophila str. Paris	512_t0	792
CAH14033.1	Legionella pneumophila str. Paris	532_t3	602
CAH14033.1	Legionella pneumophila str. Paris	505_t3	794
CAH14033.1	Legionella pneumophila str. Paris	506_t3	523
CAH14033.1	Legionella pneumophila str. Paris	516_t3	955
CAH14033.1	Legionella pneumophila str. Paris	516_t2	1066
CAH14033.1	Legionella pneumophila str. Paris	524_t2	934
CAH14033.1	Legionella pneumophila str. Paris	534_t2	537
CAH14033.1	Legionella pneumophila str. Paris	512_t1	383
CAH14033.1	Legionella pneumophila str. Paris	523_t1	456
CAH14033.1	Legionella pneumophila str. Paris	538_t3	827
CAH14033.1	Legionella pneumophila str. Paris	506_t1	298
CAH14033.1	Legionella pneumophila str. Paris	523_t2	50
CAH14033.1	Legionella pneumophila str. Paris	511_t2	584
CAH14033.1	Legionella pneumophila str. Paris	512_t3	179
CAH14033.1	Legionella pneumophila str. Paris	511_t3	124
CAH14033.1	Legionella pneumophila str. Paris	504_t0	491
CAH14033.1	Legionella pneumophila str. Paris	505_t2	260
CAH14033.1	Legionella pneumophila str. Paris	538_t1	771
CAH14033.1	Legionella pneumophila str. Paris	532_t2	446
CAH14033.1	Legionella pneumophila str. Paris	518_t1	660
CAH14033.1	Legionella pneumophila str. Paris	505_t1	285
CAH14033.1	Legionella pneumophila str. Paris	512_t2	284
CAH14033.1	Legionella pneumophila str. Paris	507_t3	669
CAH14033.1	Legionella pneumophila str. Paris	516_t0	525
CAH14033.1	Legionella pneumophila str. Paris	532_t1	811
CAH14033.1	Legionella pneumophila str. Paris	522_t2	483
CAH14033.1	Legionella pneumophila str. Paris	504_t2	223
CAH14033.1	Legionella pneumophila str. Paris	507_t2	638
CAH14033.1	Legionella pneumophila str. Paris	528_t3	344
CAH14033.1	Legionella pneumophila str. Paris	534_t0	637
CAH14033.1	Legionella pneumophila str. Paris	537_t2	550
CAH14033.1	Legionella pneumophila str. Paris	506_t0	331
CAH14033.1	Legionella pneumophila str. Paris	517_t1	917
CAH14033.1	Legionella pneumophila str. Paris	508_t2	539
CAH14033.1	Legionella pneumophila str. Paris	516_t1	640
CAH14033.1	Legionella pneumophila str. Paris	537_t0	993
CAH14033.1	Legionella pneumophila str. Paris	518_t2	352
CAH14033.1	Legionella pneumophila str. Paris	522_t1	433
CAH14033.1	Legionella pneumophila str. Paris	524_t1	853
CAH14033.1	Legionella pneumophila str. Paris	522_t0	346
CAH14033.1	Legionella pneumophila str. Paris	538_t0	962
CAH14033.1	Legionella pneumophila str. Paris	510_t3	599
CAH14033.1	Legionella pneumophila str. Paris	510_t1	439
CAH14033.1	Legionella pneumophila str. Paris	528_t0	538
CAH14033.1	Legionella pneumophila str. Paris	534_t3	453
CAH14033.1	Legionella pneumophila str. Paris	523_t3	7
CAH14033.1	Legionella pneumophila str. Paris	511_t1	684
CAH14033.1	Legionella pneumophila str. Paris	518_t0	561
CAH14033.1	Legionella pneumophila str. Paris	523_t0	479
CAH14033.1	Legionella pneumophila str. Paris	524_t0	731
CAH14033.1	Legionella pneumophila str. Paris	528_t2	511
CAH14033.1	Legionella pneumophila str. Paris	508_t1	474
CAH14033.1	Legionella pneumophila str. Paris	510_t0	372
CAH14033.1	Legionella pneumophila str. Paris	507_t1	363
CAH14033.1	Legionella pneumophila str. Paris	519_t3	1123
CAH14033.1	Legionella pneumophila str. Paris	510_t2	501
CAH14033.1	Legionella pneumophila str. Paris	532_t0	411
CAH14033.1	Legionella pneumophila str. Paris	534_t1	959
CAH14033.1	Legionella pneumophila str. Paris	511_t0	1074
CAH14033.1	Legionella pneumophila str. Paris	508_t3	342
AAP43110.2	Escherichia coli	508_t0	1975
AAP43110.2	Escherichia coli	519_t2	1346
AAP43110.2	Escherichia coli	524_t3	3221
AAP43110.2	Escherichia coli	522_t3	2937
AAP43110.2	Escherichia coli	518_t3	3353
AAP43110.2	Escherichia coli	504_t1	1105
AAP43110.2	Escherichia coli	517_t3	4708
AAP43110.2	Escherichia coli	519_t1	2550
AAP43110.2	Escherichia coli	519_t0	2942
AAP43110.2	Escherichia coli	507_t0	1944
AAP43110.2	Escherichia coli	517_t2	4163
AAP43110.2	Escherichia coli	506_t2	1955
AAP43110.2	Escherichia coli	538_t2	1039
AAP43110.2	Escherichia coli	528_t1	2146
AAP43110.2	Escherichia coli	504_t3	2491
AAP43110.2	Escherichia coli	517_t0	3668
AAP43110.2	Escherichia coli	537_t1	1059
AAP43110.2	Escherichia coli	505_t0	925
AAP43110.2	Escherichia coli	537_t3	2360
AAP43110.2	Escherichia coli	512_t0	3571
AAP43110.2	Escherichia coli	532_t3	3496
AAP43110.2	Escherichia coli	505_t3	3394
AAP43110.2	Escherichia coli	506_t3	1535
AAP43110.2	Escherichia coli	516_t3	3096
AAP43110.2	Escherichia coli	516_t2	1592
AAP43110.2	Escherichia coli	524_t2	5242
AAP43110.2	Escherichia coli	534_t2	2684
AAP43110.2	Escherichia coli	512_t1	3584
AAP43110.2	Escherichia coli	523_t1	2112
AAP43110.2	Escherichia coli	538_t3	4652
AAP43110.2	Escherichia coli	506_t1	1348
AAP43110.2	Escherichia coli	523_t2	623
AAP43110.2	Escherichia coli	511_t2	1356
AAP43110.2	Escherichia coli	512_t3	623
AAP43110.2	Escherichia coli	511_t3	385
AAP43110.2	Escherichia coli	504_t0	1663
AAP43110.2	Escherichia coli	505_t2	1099
AAP43110.2	Escherichia coli	538_t1	1556
AAP43110.2	Escherichia coli	532_t2	2648
AAP43110.2	Escherichia coli	518_t1	2572
AAP43110.2	Escherichia coli	505_t1	960
AAP43110.2	Escherichia coli	512_t2	1206
AAP43110.2	Escherichia coli	507_t3	2588
AAP43110.2	Escherichia coli	516_t0	2023
AAP43110.2	Escherichia coli	532_t1	3793
AAP43110.2	Escherichia coli	522_t2	2427
AAP43110.2	Escherichia coli	504_t2	701
AAP43110.2	Escherichia coli	507_t2	1643
AAP43110.2	Escherichia coli	528_t3	1373
AAP43110.2	Escherichia coli	534_t0	2487
AAP43110.2	Escherichia coli	537_t2	1456
AAP43110.2	Escherichia coli	506_t0	2262
AAP43110.2	Escherichia coli	517_t1	3741
AAP43110.2	Escherichia coli	508_t2	1352
AAP43110.2	Escherichia coli	516_t1	1598
AAP43110.2	Escherichia coli	537_t0	2721
AAP43110.2	Escherichia coli	518_t2	1223
AAP43110.2	Escherichia coli	522_t1	1996
AAP43110.2	Escherichia coli	524_t1	4806
AAP43110.2	Escherichia coli	522_t0	1491
AAP43110.2	Escherichia coli	538_t0	2906
AAP43110.2	Escherichia coli	510_t3	3779
AAP43110.2	Escherichia coli	510_t1	2713
AAP43110.2	Escherichia coli	528_t0	1887
AAP43110.2	Escherichia coli	534_t3	2346
AAP43110.2	Escherichia coli	523_t3	30
AAP43110.2	Escherichia coli	511_t1	2547
AAP43110.2	Escherichia coli	518_t0	2354
AAP43110.2	Escherichia coli	523_t0	1933
AAP43110.2	Escherichia coli	524_t0	3268
AAP43110.2	Escherichia coli	528_t2	2190
AAP43110.2	Escherichia coli	508_t1	1655
AAP43110.2	Escherichia coli	510_t0	2091
AAP43110.2	Escherichia coli	507_t1	1659
AAP43110.2	Escherichia coli	519_t3	2836
AAP43110.2	Escherichia coli	510_t2	2759
AAP43110.2	Escherichia coli	532_t0	1865
AAP43110.2	Escherichia coli	534_t1	4144
AAP43110.2	Escherichia coli	511_t0	3604
AAP43110.2	Escherichia coli	508_t3	978
AAA65953.1	Enterococcus faecium	508_t0	346
AAA65953.1	Enterococcus faecium	519_t2	610
AAA65953.1	Enterococcus faecium	524_t3	588
AAA65953.1	Enterococcus faecium	522_t3	610
AAA65953.1	Enterococcus faecium	518_t3	954
AAA65953.1	Enterococcus faecium	504_t1	441
AAA65953.1	Enterococcus faecium	517_t3	259
AAA65953.1	Enterococcus faecium	519_t1	760
AAA65953.1	Enterococcus faecium	519_t0	436
AAA65953.1	Enterococcus faecium	507_t0	464
AAA65953.1	Enterococcus faecium	517_t2	255
AAA65953.1	Enterococcus faecium	506_t2	411
AAA65953.1	Enterococcus faecium	538_t2	193
AAA65953.1	Enterococcus faecium	528_t1	487
AAA65953.1	Enterococcus faecium	504_t3	279
AAA65953.1	Enterococcus faecium	517_t0	236
AAA65953.1	Enterococcus faecium	537_t1	862
AAA65953.1	Enterococcus faecium	505_t0	502
AAA65953.1	Enterococcus faecium	537_t3	234
AAA65953.1	Enterococcus faecium	512_t0	1276
AAA65953.1	Enterococcus faecium	532_t3	479
AAA65953.1	Enterococcus faecium	505_t3	494
AAA65953.1	Enterococcus faecium	506_t3	651
AAA65953.1	Enterococcus faecium	516_t3	449
AAA65953.1	Enterococcus faecium	516_t2	788
AAA65953.1	Enterococcus faecium	524_t2	410
AAA65953.1	Enterococcus faecium	534_t2	503
AAA65953.1	Enterococcus faecium	512_t1	640
AAA65953.1	Enterococcus faecium	523_t1	816
AAA65953.1	Enterococcus faecium	538_t3	258
AAA65953.1	Enterococcus faecium	506_t1	378
AAA65953.1	Enterococcus faecium	523_t2	370
AAA65953.1	Enterococcus faecium	511_t2	1457
AAA65953.1	Enterococcus faecium	512_t3	94
AAA65953.1	Enterococcus faecium	511_t3	388
AAA65953.1	Enterococcus faecium	504_t0	552
AAA65953.1	Enterococcus faecium	505_t2	957
AAA65953.1	Enterococcus faecium	538_t1	152
AAA65953.1	Enterococcus faecium	532_t2	328
AAA65953.1	Enterococcus faecium	518_t1	485
AAA65953.1	Enterococcus faecium	505_t1	982
AAA65953.1	Enterococcus faecium	512_t2	330
AAA65953.1	Enterococcus faecium	507_t3	497
AAA65953.1	Enterococcus faecium	516_t0	317
AAA65953.1	Enterococcus faecium	532_t1	434
AAA65953.1	Enterococcus faecium	522_t2	1134
AAA65953.1	Enterococcus faecium	504_t2	364
AAA65953.1	Enterococcus faecium	507_t2	207
AAA65953.1	Enterococcus faecium	528_t3	131
AAA65953.1	Enterococcus faecium	534_t0	779
AAA65953.1	Enterococcus faecium	537_t2	658
AAA65953.1	Enterococcus faecium	506_t0	458
AAA65953.1	Enterococcus faecium	517_t1	498
AAA65953.1	Enterococcus faecium	508_t2	1150
AAA65953.1	Enterococcus faecium	516_t1	382
AAA65953.1	Enterococcus faecium	537_t0	687
AAA65953.1	Enterococcus faecium	518_t2	2671
AAA65953.1	Enterococcus faecium	522_t1	598
AAA65953.1	Enterococcus faecium	524_t1	323
AAA65953.1	Enterococcus faecium	522_t0	697
AAA65953.1	Enterococcus faecium	538_t0	409
AAA65953.1	Enterococcus faecium	510_t3	524
AAA65953.1	Enterococcus faecium	510_t1	334
AAA65953.1	Enterococcus faecium	528_t0	461
AAA65953.1	Enterococcus faecium	534_t3	617
AAA65953.1	Enterococcus faecium	523_t3	2
AAA65953.1	Enterococcus faecium	511_t1	593
AAA65953.1	Enterococcus faecium	518_t0	573
AAA65953.1	Enterococcus faecium	523_t0	616
AAA65953.1	Enterococcus faecium	524_t0	605
AAA65953.1	Enterococcus faecium	528_t2	47
AAA65953.1	Enterococcus faecium	508_t1	661
AAA65953.1	Enterococcus faecium	510_t0	1101
AAA65953.1	Enterococcus faecium	507_t1	184
AAA65953.1	Enterococcus faecium	519_t3	226
AAA65953.1	Enterococcus faecium	510_t2	380
AAA65953.1	Enterococcus faecium	532_t0	335
AAA65953.1	Enterococcus faecium	534_t1	474
AAA65953.1	Enterococcus faecium	511_t0	426
AAA65953.1	Enterococcus faecium	508_t3	713
AAB05625.1	Enterococcus faecalis	508_t0	33
AAB05625.1	Enterococcus faecalis	519_t2	176
AAB05625.1	Enterococcus faecalis	524_t3	10
AAB05625.1	Enterococcus faecalis	522_t3	10
AAB05625.1	Enterococcus faecalis	518_t3	3
AAB05625.1	Enterococcus faecalis	504_t1	99
AAB05625.1	Enterococcus faecalis	517_t3	0
AAB05625.1	Enterococcus faecalis	519_t1	250
AAB05625.1	Enterococcus faecalis	519_t0	231
AAB05625.1	Enterococcus faecalis	507_t0	44
AAB05625.1	Enterococcus faecalis	517_t2	0
AAB05625.1	Enterococcus faecalis	506_t2	33
AAB05625.1	Enterococcus faecalis	538_t2	1
AAB05625.1	Enterococcus faecalis	528_t1	120
AAB05625.1	Enterococcus faecalis	504_t3	0
AAB05625.1	Enterococcus faecalis	517_t0	2
AAB05625.1	Enterococcus faecalis	537_t1	21
AAB05625.1	Enterococcus faecalis	505_t0	61
AAB05625.1	Enterococcus faecalis	537_t3	83
AAB05625.1	Enterococcus faecalis	512_t0	146
AAB05625.1	Enterococcus faecalis	532_t3	89
AAB05625.1	Enterococcus faecalis	505_t3	3
AAB05625.1	Enterococcus faecalis	506_t3	6
AAB05625.1	Enterococcus faecalis	516_t3	31
AAB05625.1	Enterococcus faecalis	516_t2	50
AAB05625.1	Enterococcus faecalis	524_t2	0
AAB05625.1	Enterococcus faecalis	534_t2	28
AAB05625.1	Enterococcus faecalis	512_t1	87
AAB05625.1	Enterococcus faecalis	523_t1	89
AAB05625.1	Enterococcus faecalis	538_t3	0
AAB05625.1	Enterococcus faecalis	506_t1	44
AAB05625.1	Enterococcus faecalis	523_t2	5
AAB05625.1	Enterococcus faecalis	511_t2	0
AAB05625.1	Enterococcus faecalis	512_t3	5
AAB05625.1	Enterococcus faecalis	511_t3	0
AAB05625.1	Enterococcus faecalis	504_t0	88
AAB05625.1	Enterococcus faecalis	505_t2	78
AAB05625.1	Enterococcus faecalis	538_t1	0
AAB05625.1	Enterococcus faecalis	532_t2	51
AAB05625.1	Enterococcus faecalis	518_t1	56
AAB05625.1	Enterococcus faecalis	505_t1	84
AAB05625.1	Enterococcus faecalis	512_t2	37
AAB05625.1	Enterococcus faecalis	507_t3	8
AAB05625.1	Enterococcus faecalis	516_t0	67
AAB05625.1	Enterococcus faecalis	532_t1	90
AAB05625.1	Enterococcus faecalis	522_t2	72
AAB05625.1	Enterococcus faecalis	504_t2	4
AAB05625.1	Enterococcus faecalis	507_t2	1
AAB05625.1	Enterococcus faecalis	528_t3	9
AAB05625.1	Enterococcus faecalis	534_t0	124
AAB05625.1	Enterococcus faecalis	537_t2	63
AAB05625.1	Enterococcus faecalis	506_t0	70
AAB05625.1	Enterococcus faecalis	517_t1	10
AAB05625.1	Enterococcus faecalis	508_t2	23
AAB05625.1	Enterococcus faecalis	516_t1	23
AAB05625.1	Enterococcus faecalis	537_t0	223
AAB05625.1	Enterococcus faecalis	518_t2	85
AAB05625.1	Enterococcus faecalis	522_t1	41
AAB05625.1	Enterococcus faecalis	524_t1	0
AAB05625.1	Enterococcus faecalis	522_t0	74
AAB05625.1	Enterococcus faecalis	538_t0	17
AAB05625.1	Enterococcus faecalis	510_t3	29
AAB05625.1	Enterococcus faecalis	510_t1	11
AAB05625.1	Enterococcus faecalis	528_t0	152
AAB05625.1	Enterococcus faecalis	534_t3	55
AAB05625.1	Enterococcus faecalis	523_t3	0
AAB05625.1	Enterococcus faecalis	511_t1	15
AAB05625.1	Enterococcus faecalis	518_t0	29
AAB05625.1	Enterococcus faecalis	523_t0	66
AAB05625.1	Enterococcus faecalis	524_t0	32
AAB05625.1	Enterococcus faecalis	528_t2	1
AAB05625.1	Enterococcus faecalis	508_t1	31
AAB05625.1	Enterococcus faecalis	510_t0	56
AAB05625.1	Enterococcus faecalis	507_t1	14
AAB05625.1	Enterococcus faecalis	519_t3	46
AAB05625.1	Enterococcus faecalis	510_t2	15
AAB05625.1	Enterococcus faecalis	532_t0	152
AAB05625.1	Enterococcus faecalis	534_t1	50
AAB05625.1	Enterococcus faecalis	511_t0	87
AAB05625.1	Enterococcus faecalis	508_t3	9
APB03216.1	Paenibacillus sp. LC231	508_t0	664
APB03216.1	Paenibacillus sp. LC231	519_t2	4899
APB03216.1	Paenibacillus sp. LC231	524_t3	543
APB03216.1	Paenibacillus sp. LC231	522_t3	1586
APB03216.1	Paenibacillus sp. LC231	518_t3	930
